product_code,title,url,price_azn,old_price_azn,discount_azn,availability,labels,monthly_payment_azn
BSYXKUD,Asus ROG Strix G16G614PP-S5065 (90NR0L67-M00320),https://irshad.az/az/mehsullar/asus-rog-strix-g16g614pp-s5065-90nr0l67-m00320-2,4299.99,5599.99,1300.0,,Faizsiz təklif Yalnız online sifariş -1300 AZN,238.89
P4J1JB5,HP OmniBook 5 NGAI16-ag1011ci (C0EE9EA),https://irshad.az/az/mehsullar/hp-omnibook-5-ngai16-ag1011ci-c0ee9ea,2249.99,2829.99,580.0,,Faizsiz təklif Yalnız online sifariş -580 AZN,125.0
HOFDPHO,HP OmniBook 5 Flip 14-fp0004ci (C0EE3EA),https://irshad.az/az/mehsullar/hp-omnibook-5-flip-14-fp0004ci-c0ee3ea,2149.99,2499.99,350.0,,Faizsiz təklif Yalnız online sifariş -350 AZN,119.44
I7VDEW9,HP OmniBook 5 Laptop16-bc1002ci (C0EF5EA),https://irshad.az/az/mehsullar/hp-omnibook-5-laptop16-bc1002ci-c0ef5ea,2109.99,2629.99,520.0,,Faizsiz təklif Yalnız online sifariş -520 AZN,117.22
RTRJHM6,HP OmniBook 5 Flip 14-fp0017ci (BZ1H8EA),https://irshad.az/az/mehsullar/hp-omnibook-5-flip-14-fp0017ci-bz1h8ea,1749.99,2099.99,350.0,,Faizsiz təklif Yalnız online sifariş -350 AZN,97.22
AYXWUGO,HP OmniBook 5 Laptop16-bc1004ci (C16LHEA),https://irshad.az/az/mehsullar/hp-omnibook-5-laptop16-bc1004ci-c16lhea-2,1699.99,2089.99,390.0,,Faizsiz təklif Yalnız online sifariş -390 AZN,94.44
FOL0XIE,Asus ROG Strix G18 G815JPR-S9056 (90NR0LM1-M002T0),https://irshad.az/az/mehsullar/asus-rog-strix-g18-g815jpr-s9056-90nr0lm1-m002t0-2,4799.99,5699.99,900.0,,Faizsiz təklif Yalnız online sifariş -900 AZN,266.67
Y0TCED7,HP PB440G10 (B39QGAT),https://irshad.az/az/mehsullar/hp-pb440g10-b39qgat,1499.99,1999.99,500.0,,Faizsiz təklif Yalnız online sifariş -500 AZN,83.33
UBBMSPD,HP P4G1i16 (AD2L2ET),https://irshad.az/az/mehsullar/hp-p4g1i16-ad2l2et,1969.99,2079.99,110.0,,Faizsiz təklif Yalnız online sifariş -110 AZN,109.44
B3KYWVZ,Asus VivoBook S E1504FA-BQ090 (90NB16F2-M009C0),https://irshad.az/az/mehsullar/asus-vivobook-s-e1504fa-bq090-90nb16f2-m009c0-2,1529.99,1889.99,360.0,,Faizsiz təklif Yalnız online sifariş -360 AZN,85.0
KHRTTTZ,Asus ROG Strix G16 G615JMR-S5119 (90NR0LB1-M005E0),https://irshad.az/az/mehsullar/asus-rog-strix-g16-g615jmr-s5119-90nr0lb1-m005e0-105242,3599.99,4999.99,1400.0,,Faizsiz təklif Yalnız online sifariş -1400 AZN,200.0
ZNOBL0E,ASUS TUF Gaming F16 FX608JPR-RV019 (90NR0NG1-M00350),https://irshad.az/az/mehsullar/asus-tuf-gaming-f16-fx608jpr-rv019-90nr0ng1-m00350,3269.99,4699.99,1430.0,,Faizsiz təklif Yalnız online sifariş -1430 AZN,181.67
1PKFTVS,ASUS V16 V3607VM-RP049 (90NB16K1-M003U0),https://irshad.az/az/mehsullar/asus-v16-v3607vm-rp049-90nb16k1-m003u0,2399.99,2799.99,400.0,,Faizsiz təklif Yalnız online sifariş -400 AZN,133.33
J0B1LMZ,HP Victus 16-r1036nia  (C34G9EA),https://irshad.az/az/mehsullar/hp-victus-16-r1036nia-c34g9ea,1969.99,2499.99,530.0,Stokda var,Stokda var Faizsiz təklif -530 AZN,109.44
SYQAUPT,HP 250 G9 Celeron (B2NP1ES),https://irshad.az/az/mehsullar/hp-250-g9-celeron-b2np1es,569.99,699.99,130.0,Stokda var,Stokda var Faizsiz təklif -130 AZN,31.67
ELMB1ZC,Asus Vivobook  X1504VA - NJ1860  12GB  (90NB10J2-M02DS0),https://irshad.az/az/mehsullar/asus-vivobook-x1504va-nj1860-12gb-90nb10j2-m02ds0-2,1059.99,1349.99,290.0,,Stokda var - Məhdud sayda Faizsiz təklif -290 AZN,58.89
HTVDBDZ,HP Victus 16-R1017nia (9X6Z6EA),https://irshad.az/az/mehsullar/hp-victus-16-r1017nia-9x6z6ea,2929.99,3499.99,570.0,,Stokda var - Məhdud sayda Faizsiz təklif -570 AZN,162.78
UWNK2B5,Lenovo IdeaPad V15 G4  (83A1004SAK),https://irshad.az/az/mehsullar/lenovo-ideapad-v15-g4-83a1004sak,719.99,929.99,210.0,,Stokda var - Məhdud sayda Faizsiz təklif -210 AZN,40.0
1ELLXZN,HP 15-fd0133wm  (B4KT4UA),https://irshad.az/az/mehsullar/hp-15-fd0133wm-b4kt4ua,769.99,999.99,230.0,Stokda var,Stokda var Faizsiz təklif -230 AZN,42.78
H2KZX23,HP 15-fd0132wm  (9C9A3UA),https://irshad.az/az/mehsullar/hp-15-fd0132wm-9c9a3ua,759.99,999.99,240.0,,Stokda var - Məhdud sayda Faizsiz təklif -240 AZN,42.22
NGJQ7PZ,HP Victus 16-R1012nia  (A7KC3EA),https://irshad.az/az/mehsullar/hp-victus-16-r1012nia-a7kc3ea,2549.99,3299.99,750.0,,Stokda var - Məhdud sayda Faizsiz təklif -750 AZN,141.67
66CU4GX,HP 15-fd0044nq  (95S07EA),https://irshad.az/az/mehsullar/hp-15-fd0044nq-95s07ea,799.99,1049.99,250.0,Stokda var,Stokda var Faizsiz təklif -250 AZN,44.44
NCCYVJO,HP Laptop 15-fd0042nq (95S05EA),https://irshad.az/az/mehsullar/hp-laptop-15-fd0042nq-95s05ea,799.99,1049.99,250.0,Stokda var,Stokda var Faizsiz təklif -250 AZN,44.44
OWSVIDF,Asus  X1504VA- NJ725  (90NB10J2-M02ZZ0),https://irshad.az/az/mehsullar/asus-x1504va-nj725-90nb10j2-m02zz0-2,799.99,1049.99,250.0,Stokda var,Stokda var Faizsiz təklif -250 AZN,44.44
4L4GCI2,Acer Aspire GO 15 AG15-51P-50C1 (NXJ51EX00R),https://irshad.az/az/mehsullar/acer-aspire-go-15-ag15-51p-50c1-nxj51ex00r,989.99,1399.99,410.0,,Stokda var - Məhdud sayda Faizsiz təklif -410 AZN,55.0
CLZ950M,HP ZB16G11 (62X91EA),https://irshad.az/az/mehsullar/hp-zb16g11-62x91ea-2,5999.99,7999.99,2000.0,,Faizsiz təklif Yalnız online sifariş -2000 AZN,333.33
RBIIFJ4,HP ZBSG11 (8S9S9EA),https://irshad.az/az/mehsullar/hp-zbsg11-8s9s9ea-2,5249.99,6949.99,1700.0,,Faizsiz təklif Yalnız online sifariş -1700 AZN,291.67
CAQDSLF,HP ZBSG11 (8S9S8EA),https://irshad.az/az/mehsullar/hp-zbsg11-8s9s8ea-2,4299.99,5599.99,1300.0,,Faizsiz təklif Yalnız online sifariş -1300 AZN,238.89
HY8RBKZ,HP ZB16G11 (62X97EA),https://irshad.az/az/mehsullar/hp-zb16g11-62x97ea-2,4299.99,5599.99,1300.0,,Faizsiz təklif Yalnız online sifariş -1300 AZN,238.89
V5AMNJT,HP OmniBook Ultra Flip 14-fh0003 (B5JQ7EA),https://irshad.az/az/mehsullar/hp-omnibook-ultra-flip-14-fh0003-b5jq7ea-2,4659.99,4999.99,340.0,,Faizsiz təklif Yalnız online sifariş -340 AZN,258.89
GILLLEG,HP Ex3601040G11 (A36X9ET),https://irshad.az/az/mehsullar/hp-ex3601040g11-a36x9et-2,3929.99,4849.99,920.0,,Faizsiz təklif Yalnız online sifariş -920 AZN,218.33
CQOZMYR,HP ZFly16G11 (8T117EA),https://irshad.az/az/mehsullar/hp-zfly16g11-8t117ea-2,3219.99,5199.99,1980.0,,Faizsiz təklif Yalnız online sifariş -1980 AZN,178.89
IV2TQUU,HP OmniBook Ultra Flip 14-fh0008 (B5JQ8EA),https://irshad.az/az/mehsullar/hp-omnibook-ultra-flip-14-fh0008-b5jq8ea-2,4069.99,4389.99,320.0,,Faizsiz təklif Yalnız online sifariş -320 AZN,226.11
NRSDB6L,HP OmniBook Ultra Flip 14-fh0009ci (B5JQ9EA),https://irshad.az/az/mehsullar/hp-omnibook-ultra-flip-14-fh0009ci-b5jq9ea-2,4059.99,4379.99,320.0,,Faizsiz təklif Yalnız online sifariş -320 AZN,225.56
1QJAGQB,HP EB660G11 (9Y7D6ET),https://irshad.az/az/mehsullar/hp-eb660g11-9y7d6et-2,2999.99,3999.99,1000.0,,Faizsiz təklif Yalnız online sifariş -1000 AZN,166.67
I0ODNVP,HP ZFly14G11 (8T0K7EA),https://irshad.az/az/mehsullar/hp-zfly14g11-8t0k7ea,3199.99,4299.99,1100.0,,Faizsiz təklif Yalnız online sifariş -1100 AZN,177.78
WXNXUWD,HP Elitbook EB660 G11 (A37W0ET),https://irshad.az/az/mehsullar/hp-elitbook-eb660-g11-a37w0et,2739.99,3369.99,630.0,,Faizsiz təklif Yalnız online sifariş -630 AZN,152.22
1WAA0ZC,HP EB660G11 (9Y7D5ET),https://irshad.az/az/mehsullar/hp-eb660g11-9y7d5et,2539.99,3189.99,650.0,,Faizsiz təklif Yalnız online sifariş -650 AZN,141.11
QY8EV3I,HP PB460G11 (A23BYEA),https://irshad.az/az/mehsullar/hp-pb460g11-a23byea,2879.99,3099.99,220.0,,Faizsiz təklif Yalnız online sifariş -220 AZN,160.0
HDARDQ9,HP PB460G11 (A38FLET),https://irshad.az/az/mehsullar/hp-pb460g11-a38flet,2809.99,3019.99,210.0,,Faizsiz təklif Yalnız online sifariş -210 AZN,156.11
4L6X5JM,HP PB460G11 (AD0W7ET),https://irshad.az/az/mehsullar/hp-pb460g11-ad0w7et-2,2799.99,3019.99,220.0,,Faizsiz təklif Yalnız online sifariş -220 AZN,155.56
1QHH5DK,HP PB450G10 (9G213ET),https://irshad.az/az/mehsullar/hp-pb450g10-9g213et-2,2899.99,3599.99,700.0,,Faizsiz təklif Yalnız online sifariş -700 AZN,161.11
QEIPH7I,HP PB460G11 (AD0X0ET),https://irshad.az/az/mehsullar/hp-pb460g11-ad0x0et-2,2749.99,2969.99,220.0,,Faizsiz təklif Yalnız online sifariş -220 AZN,152.78
HPG68VX,HP PB460G11 (AD1X2ET),https://irshad.az/az/mehsullar/hp-pb460g11-ad1x2et-2,2399.99,2979.99,580.0,,Faizsiz təklif Yalnız online sifariş -580 AZN,133.33
OIG4WU6,HP Pavilion Laptop 16-af0013ci (B5JR8EA),https://irshad.az/az/mehsullar/hp-pavilion-laptop-16-af0013ci-b5jr8ea-2,2749.99,2969.99,220.0,,Faizsiz təklif Yalnız online sifariş -220 AZN,152.78
YYEHUFB,HP All-in-One 27-cr1004ci PC (A33HKEA),https://irshad.az/az/mehsullar/hp-all-in-one-27-cr1004ci-pc-a33hkea-2,1849.99,2349.99,500.0,,Stokda var - Məhdud sayda Faizsiz təklif -500 AZN,102.78
UBLNROW,HP All-in-One 24-cr1002ci PC (A5JQ3EA),https://irshad.az/az/mehsullar/hp-all-in-one-24-cr1002ci-pc-a5jq3ea,1919.99,2249.99,330.0,,Stokda var - Məhdud sayda Faizsiz təklif -330 AZN,106.67
R7OMMQV,HP All-in-One 24-cr1003ci PC (A5JR0EA),https://irshad.az/az/mehsullar/hp-all-in-one-24-cr1003ci-pc-a5jr0ea,1809.99,2249.99,440.0,,Stokda var - Məhdud sayda Faizsiz təklif -440 AZN,100.56
RPMSIO5,HP PB440 G10 (A38G6ET),https://irshad.az/az/mehsullar/hp-pb440-g10-a38g6et-2,1999.99,2499.99,500.0,,Faizsiz təklif Yalnız online sifariş -500 AZN,111.11
211MCEQ,HP 250G10 i7-1360P (968S6ET),https://irshad.az/az/mehsullar/hp-250g10-i7-1360p-968s6et-2,1899.99,2349.99,450.0,,Faizsiz təklif Yalnız online sifariş -450 AZN,105.56
IUAT9BM,Asus ZenBook UM5606WA-RK252W (90NB13M2-M00DV0),https://irshad.az/az/mehsullar/asus-zenbook-um5606wa-rk252w-90nb13m2-m00dv0-2,3879.99,4759.99,880.0,,Faizsiz təklif Yalnız online sifariş -880 AZN,215.56
XPFSLBS,Asus ZenBook UM5606RK282W (90NB13M2-M00H40),https://irshad.az/az/mehsullar/asus-zenbook-um5606rk282w-90nb13m2-m00h40-2,3879.99,4759.99,880.0,,Faizsiz təklif Yalnız online sifariş -880 AZN,215.56
OVIV0EI,Asus ZenBook UX3407QA-QD428W (90NB1502-M00TB0),https://irshad.az/az/mehsullar/asus-zenbook-ux3407qa-qd428w-90nb1502-m00tb0-2,2499.99,3499.99,1000.0,,Faizsiz təklif Yalnız online sifariş -1000 AZN,138.89
RJBVBRH,Lenovo LOQ 15AHP10 (83JG000XRK),https://irshad.az/az/mehsullar/lenovo-loq-15ahp10-83jg000xrk,2439.99,2969.99,530.0,,Faizsiz təklif Yalnız online sifariş -530 AZN,135.56
TRBPOK9,Lenovo ThinkPad T14 Gen 5 (21ML009DRT),https://irshad.az/az/mehsullar/lenovo-thinkpad-t14-gen-5-21ml009drt-104989,2989.99,3489.99,500.0,,Faizsiz təklif Yalnız online sifariş -500 AZN,166.11
H87MQP6,Lenovo ThinkPad E16 Gen 3 (21ST002TFW),https://irshad.az/az/mehsullar/lenovo-thinkpad-e16-gen-3-21st002tfw,1899.99,2239.99,340.0,,Faizsiz təklif Yalnız online sifariş -340 AZN,105.56
4QLNSHU,Lenovo ThinkBook 16 G8 IAL (21SK007URT),https://irshad.az/az/mehsullar/lenovo-thinkbook-16-g8-ial-21sk007urt,1999.99,2999.99,1000.0,,Faizsiz təklif Yalnız online sifariş -1000 AZN,111.11
JFC9OWA,Lenovo IdeaPad Slim 5 16IRH10R (83J1004TRK),https://irshad.az/az/mehsullar/lenovo-ideapad-slim-5-16irh10r-83j1004trk,2199.99,2599.99,400.0,,Faizsiz təklif Yalnız online sifariş -400 AZN,122.22
J6VKP3S,Lenovo IdeaPad Slim 5 16IRH10 (83HS0072RK),https://irshad.az/az/mehsullar/lenovo-ideapad-slim-5-16irh10-83hs0072rk,1999.99,2299.99,300.0,,Faizsiz təklif Yalnız online sifariş -300 AZN,111.11
F5NP1FV,Lenovo IdeaPad 1 15AMN7 (82VG00UURK),https://irshad.az/az/mehsullar/lenovo-ideapad-1-15amn7-82vg00uurk,829.99,999.99,170.0,Stokda var,Stokda var Faizsiz təklif -170 AZN,46.11
J0TLEIC,ASUS TUF Gaming A18 FA808UH-S8052 (90NR0NM1-M002K0),https://irshad.az/az/mehsullar/asus-tuf-gaming-a18-fa808uh-s8052-90nr0nm1-m002k0-2,2799.99,3799.99,1000.0,,Faizsiz təklif Yalnız online sifariş -1000 AZN,155.56
G06S61E,ASUS  TUF Gaming A14 FA401UH-RG017 (90NR0KQ1-M000X0),https://irshad.az/az/mehsullar/asus-tuf-gaming-a14-fa401uh-rg017-90nr0kq1-m000x0-2,2859.99,3439.99,580.0,,Faizsiz təklif Yalnız online sifariş -580 AZN,158.89
18RTTBG,ASUS  TUF Gaming F16 FX607VJ-RL005 (90NR0MZ6-M00050),https://irshad.az/az/mehsullar/asus-tuf-gaming-f16-fx607vj-rl005-90nr0mz6-m00050-2,1879.99,2189.99,310.0,,Faizsiz təklif Yalnız online sifariş -310 AZN,104.44
NFTMQVB,HP P4G1i14 (AD2M0ET),https://irshad.az/az/mehsullar/hp-p4g1i14-ad2m0et-2,1899.99,2399.99,500.0,,Faizsiz təklif Yalnız online sifariş -500 AZN,105.56
MPTAGLZ,ASUS ExpertBook P5 P5405CSA-NZ0209 (90NX0861-M008B0),https://irshad.az/az/mehsullar/asus-expertbook-p5-p5405csa-nz0209-90nx0861-m008b0-2,2599.99,3599.99,1000.0,,Faizsiz təklif Yalnız online sifariş -1000 AZN,144.44
8LWNGLY,ASUS ExpertBook P5 P5405CSA-NZ0208 (90NX0861-M008A0),https://irshad.az/az/mehsullar/asus-expertbook-p5-p5405csa-nz0208-90nx0861-m008a0-2,2269.99,2899.99,630.0,,Faizsiz təklif Yalnız online sifariş -630 AZN,126.11
3BK3Z42,HP Laptop 15-fd1030ci (B5JR3EA),https://irshad.az/az/mehsullar/hp-laptop-15-fd1030ci-b5jr3ea-2,1549.99,1869.99,320.0,,Faizsiz təklif Yalnız online sifariş -320 AZN,86.11
FB01UEW,ASUS ExpertBook B1 B1503CVA-S72897 (90NX0801-M036E0),https://irshad.az/az/mehsullar/asus-expertbook-b1-b1503cva-s72897-90nx0801-m036e0-2,1299.99,1469.99,170.0,,Faizsiz təklif Yalnız online sifariş -170 AZN,72.22
OLVWJYM,ASUS ExpertBook B1 B1503CVA-S70461(90NX0801-M00VZ0),https://irshad.az/az/mehsullar/asus-expertbook-b1-b1503cva-s70461-90nx0801-m00vz0-2,1149.99,1399.99,250.0,,Faizsiz təklif Yalnız online sifariş -250 AZN,63.89
ORZLTCY,Asus ExpertBook B1 B1503CVA-S71877 (90NX0801-M021C0),https://irshad.az/az/mehsullar/asus-expertbook-b1-b1503cva-s71877-90nx0801-m021c0-2,959.99,1149.99,190.0,,Faizsiz təklif Yalnız online sifariş -190 AZN,53.33
T7CS5RK,Asus VivoBook 18 M1807HA-S8055 (90NB15P1-M002R0),https://irshad.az/az/mehsullar/asus-vivobook-18-m1807ha-s8055-90nb15p1-m002r0-2,2129.99,2449.99,320.0,,Faizsiz təklif Yalnız online sifariş -320 AZN,118.33
9EM3MOM,HP PB450 G10 (9B9D8EA),https://irshad.az/az/mehsullar/hp-pb450-g10-9b9d8ea-2,2099.99,2799.99,700.0,,Faizsiz təklif Yalnız online sifariş -700 AZN,116.67
EVIWLV4,HP PB450G10 (9G251ET),https://irshad.az/az/mehsullar/hp-pb450g10-9g251et-2,2199.99,2799.99,600.0,,Faizsiz təklif Yalnız online sifariş -600 AZN,122.22
HCQQTJL,HP OmniBook 5 Laptop 16-af1013ci (BK9Y8EA),https://irshad.az/az/mehsullar/hp-omnibook-5-laptop-16-af1013ci-bk9y8ea-2,2099.99,2599.99,500.0,,Faizsiz təklif Yalnız online sifariş -500 AZN,116.67
CKU9IMY,HP 250G10 (8A545EA),https://irshad.az/az/mehsullar/hp-250g10-8a545ea-2,2259.99,2429.99,170.0,,Faizsiz təklif Yalnız online sifariş -170 AZN,125.56
R8Q0WNU,HP PB450G10 (9G1Q9ET),https://irshad.az/az/mehsullar/hp-pb450g10-9g1q9et-2,2079.99,2239.99,160.0,,Faizsiz təklif Yalnız online sifariş -160 AZN,115.56
UNG9WZJ,HP PB 450G10 (9C0P1EA),https://irshad.az/az/mehsullar/hp-pb-450g10-9c0p1ea-2,1589.99,1969.99,380.0,,Faizsiz təklif Yalnız online sifariş -380 AZN,88.33
TAW4BJP,HP 250G10 (8A540EA),https://irshad.az/az/mehsullar/hp-250g10-8a540ea-2,1749.99,1889.99,140.0,,Faizsiz təklif Yalnız online sifariş -140 AZN,97.22
VVGP3WZ,HP OmniBook 5 Laptop16-ba1007ci (BG7J9EA),https://irshad.az/az/mehsullar/hp-omnibook-5-laptop16-ba1007ci-bg7j9ea-2,1699.99,2199.99,500.0,,Faizsiz təklif Yalnız online sifariş -500 AZN,94.44
NQEKS2D,HP Laptop 15-fd0102ci (9S1L8EA),https://irshad.az/az/mehsullar/hp-laptop-15-fd0102ci-9s1l8ea-2,1649.99,2149.99,500.0,,Faizsiz təklif Yalnız online sifariş -500 AZN,91.67
93FDZR6,ASUS ROG Strix G16 G614FR-RV008 (90NR0M71-M000Z0),https://irshad.az/az/mehsullar/asus-rog-strix-g16-g614fr-rv008-90nr0m71-m000z0-2,3499.99,4999.99,1500.0,,Faizsiz təklif Yalnız online sifariş -1500 AZN,194.44
2HGB0XD,ASUS ROG Gaming A18 FA808UM-S8030 (90NR0LF1-M00470),https://irshad.az/az/mehsullar/asus-rog-gaming-a18-fa808um-s8030-90nr0lf1-m00470-2,10199.99,11499.99,1300.0,,Faizsiz təklif Yalnız online sifariş -1300 AZN,566.67
LO6PBPJ,ASUS TUF Gaming F16 FX607VU-RL112 (90NR0NL1-M00390),https://irshad.az/az/mehsullar/asus-tuf-gaming-f16-fx607vu-rl112-90nr0nl1-m00390-2,3319.99,3869.99,550.0,,Faizsiz təklif Yalnız online sifariş -550 AZN,184.44
1W4ZA1U,Acer Extensa 15 EX215-57-56ZN (NX.EJAER.008),https://irshad.az/az/mehsullar/acer-extensa-15-ex215-57-56zn-nx-ejaer-008,1079.99,1399.99,320.0,Stokda var,Stokda var Faizsiz təklif -320 AZN,60.0
H9O8LO0,HP 250 G9  (5Y439EA),https://irshad.az/az/mehsullar/hp-250-g9-5y439ea,569.99,699.99,130.0,,Stokda var - Məhdud sayda Faizsiz təklif -130 AZN,31.67
FBIRUKX,Asus ROG Strix SCAR 16 G635LX-RW044W (90NR0L81-M00440),https://irshad.az/az/mehsullar/asus-rog-strix-scar-16-g635lx-rw044w-90nr0l81-m00440-2,9999.99,11099.99,1100.0,,Faizsiz təklif Yalnız online sifariş -1100 AZN,555.56
944UVA7,ASUS ROG Flow Z13 GZ302EA-RU003W (90NR0JY1-M00030),https://irshad.az/az/mehsullar/asus-rog-flow-z13-gz302ea-ru003w-90nr0jy1-m00030-2,5509.99,6429.99,920.0,,Faizsiz təklif Yalnız online sifariş -920 AZN,306.11
QP0FRQ7,ASUS ProArt P16 OLED H7606WP-ME135X (90NB15K1-M00950),https://irshad.az/az/mehsullar/asus-proart-p16-oled-h7606wp-me135x-90nb15k1-m00950-2,6919.99,7449.99,530.0,,Faizsiz təklif Yalnız online sifariş -530 AZN,384.44
SIS5KH7,ASUS ProArt P16 OLED H7606WM-ME020 (90NB15L1-M00500),https://irshad.az/az/mehsullar/asus-proart-p16-oled-h7606wm-me020-90nb15l1-m00500-4,5359.99,5769.99,410.0,,Faizsiz təklif Yalnız online sifariş -410 AZN,297.78
IX3EQFJ,Asus X1504VA-BQ143 (90NB10J1-M00VN0),https://irshad.az/az/mehsullar/asus-x1504va-bq143-90nb10j1-m00vn0-2,799.99,1049.99,250.0,,Stokda var - Məhdud sayda Faizsiz təklif -250 AZN,44.44
T3DPYDA,HP Victus 16-r1032nia (B1UM1EA),https://irshad.az/az/mehsullar/hp-victus-16-r1032nia-b1um1ea-2,2029.99,2499.99,470.0,,Stokda var - Məhdud sayda Faizsiz təklif -470 AZN,112.78
KLBWGKJ,HP 15-fd0496nia (B6QQ8EA),https://irshad.az/az/mehsullar/hp-15-fd0496nia-b6qq8ea,1059.99,1349.99,290.0,,Stokda var - Məhdud sayda Faizsiz təklif -290 AZN,58.89
QA54K4H,HP 250 G10 (AD1P0ET),https://irshad.az/az/mehsullar/hp-250-g10-ad1p0et,819.99,1049.99,230.0,Stokda var,Stokda var Faizsiz təklif -230 AZN,45.56
SBAG7PR,Hp Victus Gaming Laptop 16-r1060ci (A9MX4EA),https://irshad.az/az/mehsullar/hp-victus-gaming-laptop-16-r1060ci-a9mx4ea-2,2839.99,3499.99,660.0,,Faizsiz təklif Yalnız online sifariş -660 AZN,157.78
FJYMER7,HP OmniBook Ultra Flip (B54Z8EA),https://irshad.az/az/mehsullar/hp-omnibook-ultra-flip-b54z8ea,4289.99,4529.99,240.0,,Faizsiz təklif Yalnız online sifariş -240 AZN,238.33
PYXZTQX,HP OmniBook Ultra Flip (B54Z9EA),https://irshad.az/az/mehsullar/hp-omnibook-ultra-flip-b54z9ea,3809.99,4019.99,210.0,,Faizsiz təklif Yalnız online sifariş -210 AZN,211.67
IZDJG8S,HP OmniBook 5 (BG7H8EA),https://irshad.az/az/mehsullar/hp-omnibook-5-bg7h8ea,2059.99,2179.99,120.0,,Faizsiz təklif Yalnız online sifariş -120 AZN,114.44
33AEBHP,HP OmniBook 5 (BG7H7EA),https://irshad.az/az/mehsullar/hp-omnibook-5-bg7h7ea,1649.99,2049.99,400.0,,Faizsiz təklif Yalnız online sifariş -400 AZN,91.67
LXST1PV,HP EliteBook 660 G11 (A26WGEA),https://irshad.az/az/mehsullar/hp-250g10-i5-1334u-15-8g512-pc-9y716at-104310-104312-104319-104320-104321-104323-104324,2149.99,3029.99,880.0,,Faizsiz təklif Yalnız online sifariş -880 AZN,119.44
7XTU2VS,HP 250R G10 (AD1U0ET),https://irshad.az/az/mehsullar/hp-250r-g10-ad1u0et,1829.99,2229.99,400.0,,Faizsiz təklif Yalnız online sifariş -400 AZN,101.67
SI3FDWH,HP EB660 G11 (9C005EA),https://irshad.az/az/mehsullar/hp-250g10-i5-1334u-15-8g512-pc-9y716at-104310-104312-104319-104320-104321,1769.99,2179.99,410.0,,Faizsiz təklif Yalnız online sifariş -410 AZN,98.33
GQOQFJJ,Notbuk HP Pavilion Laptop 16-af0015ci (B0QT7EA),https://irshad.az/az/mehsullar/hp-250g10-i5-1334u-15-8g512-pc-9y716at-104310-104312,1999.99,2299.99,300.0,,Faizsiz təklif Yalnız online sifariş -300 AZN,111.11
3NSLWEU,ASUS ROG Zephyrus G16 OLED GU605CR-QR212 (2025)(90NR0LZ6-M00B30),https://irshad.az/az/mehsullar/asus-crosshair-16-hx-d14vfkg-688xaz9s7-15p223-688-104262-az-104268-104269-104270-104271-104272-104273-104274-104275-104277-104278-104279-104280-104281-104282-104283-104285-104286-104287-104288,5799.99,7999.99,2200.0,,Faizsiz təklif Yalnız online sifariş -2200 AZN,322.22
5SWNMCP,ASUS ROG Zephyrus G16 OLED GU605CP-QR040(90NR0MM2-M001S0),https://irshad.az/az/mehsullar/asus-rog-zephyrus-g16-oled-gu605cp-qr040-90nr0mm2-m001s0-2,5199.99,7699.99,2500.0,,Faizsiz təklif Yalnız online sifariş -2500 AZN,288.89
PUOKIVH,ASUS ROG Zephyrus G14 OLED GA403WW-QS083 (2025)(90NR0MA3-M00450),https://irshad.az/az/mehsullar/asus-crosshair-16-hx-d14vfkg-688xaz9s7-15p223-688-104262-az-104268-104269-104270-104271-104272-104273-104274-104275-104277-104278-104279-104280-104281-104282-104283-104285,7499.99,8949.99,1450.0,,Faizsiz təklif Yalnız online sifariş -1450 AZN,416.67
XDQKTCC,ASUS ROG Zephyrus G14 OLED GA403WR-QS126 (90NR0M54-M006F0),https://irshad.az/az/mehsullar/asus-rog-zephyrus-g14-oled-ga403wr-qs126-90nr0m54-m006f0-2,5399.99,7999.99,2600.0,,Faizsiz təklif Yalnız online sifariş -2600 AZN,300.0
HLO4AF4,ASUS ROG Zephyrus G14 OLED GA403WR-QS093 (2025)(90NR0M53-M004X0),https://irshad.az/az/mehsullar/asus-crosshair-16-hx-d14vfkg-688xaz9s7-15p223-688-104262-az-104268-104269-104270-104271-104272-104273-104274-104275-104277-104278-104279-104280-104281-104282,5999.99,6669.99,670.0,,Faizsiz təklif Yalnız online sifariş -670 AZN,333.33
1KPVU92,ASUS ROG Zephyrus G14 OLED GA403WP-QS034 (90NR0LW1-M00220),https://irshad.az/az/mehsullar/asus-rog-zephyrus-g14-oled-ga403wp-qs034-90nr0lw1-m00220-2,4549.99,6549.99,2000.0,,Faizsiz təklif Yalnız online sifariş -2000 AZN,252.78
HXTRP5Z,Asus ROG Strix G18 G815LW-S9014 (90NR0LC1-M000F0),https://irshad.az/az/mehsullar/asus-rog-strix-g18-g815lw-s9014-90nr0lc1-m000f0-2,7219.99,8699.99,1480.0,,Faizsiz təklif Yalnız online sifariş -1480 AZN,401.11
CBVOVFA,ASUS ROG Strix G16 G615LW-S5004 (2025)(90NR0LG1-M00040),https://irshad.az/az/mehsullar/asus-rog-strix-g16-g615lw-s5004-2025-90nr0lg1-m00040-2,6999.99,7699.99,700.0,,Faizsiz təklif Yalnız online sifariş -700 AZN,388.89
